,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of  EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
585,29,Pune,None,Single,Graduate,6,1999852.4239960634,No,SUV,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
586,28,Ahmedabad,None,Married,Graduate,0,2175407.046144987,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
587,29,Delhi,Working Professional,Married,Graduate,4,1928069.4164743463,Maybe,SUV,Yes,Tata,<25 lakhs,2,"Yes, in <20years"
588,28,Pune,Business,Married,Post Graduate,4,3063245.9415939474,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
589,55,Pune,Salaried,Single,Post Graduate,4,3010722.684493322,No,SUV,Maybe,Maruti,<5 lakhs,4,"Yes, in <10 years"
590,28,Pune,Salaried,Single,Graduate,4,1365078.17420611,Yes,SUV,Yes,Audi,<15 lakhs,2,"Yes, in <20years"
591,29,Pune,Business,Married,Graduate,4,2504703.6713520996,Yes,Liftback,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
592,31,Mumbai,Working Professional,Single,Graduate,3,1193640.791156651,Yes,Hatchback,Maybe,MG,<15 lakhs,4,I don't think so
593,30,Pune ,Working Professional,Single,Graduate,4,2939856.8649850884,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
594,28,Pune,Working Professional,Married,Graduate,4,2631309.157350828,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
595,27,Nagpur,Working Professional,Single,Post Graduate,2,1014408.6154750691,Maybe,Hatchback,Yes,BMW,<5 lakhs,2,"Yes, in <10 years"
596,27,Pune,None,Single,Graduate,3,324340.90749472775,Yes,Sedan,Yes,KIA,>25 lakhs,4,"Yes, in <20years"
597,31,Pune,None,Single,Graduate,4,2972717.665410069,Yes,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
598,19,Pune,Business,Married,Graduate,4,1963323.3207154241,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
599,29,Pune,Business,Married,Graduate,4,2367200.48544163,Maybe,SUV,Yes,Maruti,>25 lakhs,4,"Yes, in <20years"
600,46,Mumbai,None,Married,Post Graduate,4,938658.3870406696,Yes,Liftback,Yes,Honda,1200000,4,"Yes, possibly after 20 years"
601,26,Pune,Working Professional,Single,Graduate,3,3032937.036575678,Maybe,Sedan,Yes,Tata,1200000,2,"Yes, in <20years"
602,31,Chennai,None,Single,Graduate,5,1981733.038265314,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
603,27,Pune,None,Single,Graduate,4,2141152.458335546,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
604,21,Pune,None,Married,Graduate,4,1728849.2323456407,Yes,SUV,Maybe,Honda,<5 lakhs,4,"Yes, in <20years"
605,33,Pune,Business,Single,Graduate,8,985950.262300857,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
606,28,Pune,Business,Single,Post Graduate,1,840750.4569773427,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
607,29,Haldwani ,Working Professional,Married,Post Graduate,4,2174553.2699548174,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
608,28,Pune ,None,Single,Post Graduate,4,2327908.513297256,No,SUV,Yes,Nissan,<5 lakhs,3,"Yes, in <20years"
609,26,Satara,Working Professional,Married,Graduate,3,2941494.641899869,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
610,29,Pune ,Business,Single,Post Graduate,8,2688821.3602389432,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, possibly after 20 years"
611,60,Faridabad ,Salaried,Single,Graduate,5,2103358.7121748338,No,SUV,No,Tata,<25 lakhs,2,"Yes, possibly after 20 years"
612,28,Hakdwani,Working Professional,Single,Graduate,5,2174807.29157997,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
613,26,Pune,None,Single,Graduate,5,3150420.5034482176,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
614,23,Pune,Working Professional,Single,Graduate,4,2978342.226758287,No,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
615,21,pUNE,None,Single,Graduate,4,1879192.8258457468,Yes,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
616,29,Pune,None,Married,Graduate,6,8905326.438473336,Yes,SUV,Maybe,Honda,<25 lakhs,4,"Yes, in <10 years"
617,26,Pune,Business,Single,Graduate,5,2376578.6973179723,Yes,SUV,Yes,McLaren ,<15 lakhs,4,"Yes, in <10 years"
618,29,Pune,Working Professional,Married,Post Graduate,4,2842433.54499533,Yes,Hatchback,Yes,KIA,<15 lakhs,2,I don't think so
619,31,Pune,Salaried,Married,Graduate,3,2029482.8150182343,Yes,Cabrio,Yes,Honda,<5 lakhs,2,"Yes, possibly after 20 years"
620,27,Chandrapur ,Working Professional,Married,Graduate,8,2180626.206048995,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
621,70,Gurugram ,Working Professional,Single,Graduate,4,2856176.4667880964,Maybe,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
622,30,Pune,None,Single,Graduate,5,3045775.4227730716,Yes,SUV,Yes,Tata,700000,4,"Yes, in <10 years"
623,30,New Delhi,Working Professional,Single,Post Graduate,4,2874119.6919282223,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
624,29,Karnal,Working Professional,Married,Graduate,5,1669160.289477765,Maybe,Hatchback,No,Hyundai,<25 lakhs,4,"Yes, in <10 years"
625,31,Pune,None,Single,Graduate,4,1133995.8229283495,Maybe,SUV,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
626,32,Pune,Working Professional,Single,Graduate,4,2052662.194730482,Maybe,Hatchback,No,McLaren ,<25 lakhs,4,"Yes, in <10 years"
627,61,Pune,None,Married,Graduate,4,1876904.0108960913,Yes,Sedan,Yes,Tata,>25 lakhs,2,"Yes, in <20years"
628,26,Pune,None,Single,Post Graduate,8,1757139.0659790724,No,Cabrio,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
629,26,Kashipur ,Working Professional,Single,Graduate,7,1859463.2888941993,Yes,Sedan,Yes,Audi,<15 lakhs,4,"Yes, possibly after 20 years"
630,27,Pune,None,Single,Post Graduate,4,1565424.3861135116,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
631,21,Haldwani,None,Single,Graduate,3,2927966.287150335,Yes,Sedan,Yes,Volkswagen,<15 lakhs,3,"Yes, in <20years"
632,28,Pune,None,Single,Graduate,6,3166178.8281732337,Yes,Sedan,Maybe,MG,>25 lakhs,2,"Yes, in <20years"
633,27,Nagpur,Working Professional,Married,Graduate,4,2280261.6778159495,Maybe,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
634,25,Chandrapur ,Working Professional,Single,Graduate,4,2737453.2126734294,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <20years"
635,56,Pune,None,Single,Graduate,3,2884047.4230290344,Yes,Cabrio,Yes,Honda,<15 lakhs,2,"Yes, in <10 years"
636,60,Pune,None,Married,Graduate,8,2085305.583189814,Yes,SUV,Yes,Hyundai,<25 lakhs,2,"Yes, in <10 years"
637,25,Pune,None,Single,Graduate,4,2989668.9110237346,Maybe,Cabrio,No,BMW,<15 lakhs,2,"Yes, in <20years"
638,27,Pune ,None,Single,Graduate,4,2242413.354064687,Yes,SUV,Yes,KIA,<25 lakhs,2,"Yes, in <20years"
639,33,Pune,Working Professional,Married,Graduate,1,1945079.357329427,Maybe,Sedan,Yes,MG,<5 lakhs,4,"Yes, possibly after 20 years"
640,30,Haldwani,None,Single,Graduate,5,55197.77103939152,Yes,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <20years"
641,30,Pune,None,Single,Post Graduate,4,2186782.3935570163,No,Hatchback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
642,26,Jalandhar,None,Married,Graduate,3,2031999.747825786,Yes,Hatchback,No,Nissan,>25 lakhs,4,"Yes, in <10 years"
643,27,Pune,None,Single,Post Graduate,0,1780703.1091484486,Yes,Sedan,Maybe,Nissan,<15 lakhs,3,"Yes, in <20years"
644,32,Pune,None,Married,Graduate,5,539620.6037925964,Yes,Liftback,No,KIA,<25 lakhs,4,"Yes, in <20years"
645,31,Pune,Business,Married,Graduate,2,1715227.2197555332,Yes,Liftback,Yes,Hyundai,<15 lakhs,3,"Yes, in <20years"
646,32,Pune,None,Single,Graduate,3,2506782.8604395594,No,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
647,25,Pune,None,Single,Graduate,5,2567246.595467385,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
648,26,Pune,Business,Single,Graduate,4,2570821.7645471264,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
649,28,Faridabad ,Working Professional,Single,Graduate,4,2414140.9566337173,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
650,54,Pune,None,Single,Graduate,4,1307413.2626207045,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
651,28,Pune ,Working Professional,Single,Post Graduate,1,2522111.152681558,No,Sedan,No,Hyundai,<25 lakhs,4,"Yes, possibly after 20 years"
652,30,Pune,Working Professional,Single,Graduate,4,1674695.2357698944,Yes,Liftback,Yes,Tata,<5 lakhs,2,"Yes, possibly after 20 years"
653,31,Pune,None,Single,Graduate,4,2998420.641037631,Yes,Liftback,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
654,66,Nagpur,Business,Married,Graduate,4,1796744.6533865663,No,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
655,53,Satara,Business,Single,Graduate,5,2121570.707616846,No,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
656,30,Delhi,None,Married,Graduate,5,3292477.0625510872,Yes,Hatchback,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
657,56,Mumbai ,None,Married,Graduate,6,12821282.030160982,Yes,Liftback,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
658,24,Hakdwani,Working Professional,Married,Graduate,4,1401785.4220364257,Yes,Sedan,Yes,Honda,<15 lakhs,4,I don't think so
659,28,Kashipur ,Business,Married,Post Graduate,3,2833114.7770241955,Yes,SUV,Yes,Hyundai,>25 lakhs,4,"Yes, in <10 years"
660,31,Pune,None,Married,Graduate,4,1107218.4726446979,No,Sedan,Yes,Tata,<25 lakhs,4,"Yes, possibly after 20 years"
661,25,Pune,None,Married,Post Graduate,5,2931489.4989628037,Yes,SUV,Yes,Honda,<5 lakhs,3,"Yes, in <20years"
662,54,Pune,Business,Single,Post Graduate,4,2558078.458651514,No,Sedan,Yes,Maruti ,<5 lakhs,3,"Yes, in <10 years"
663,27,Pune,Business,Married,Graduate,4,1748839.9780947594,Yes,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, possibly after 20 years"
664,32,Pune,None,Married,Graduate,4,2614768.3292287886,No,SUV,No,Tata,<25 lakhs,4,"Yes, in <20years"
665,32,Pune,None,Single,Graduate,4,2625336.916536883,Yes,SUV,Maybe,Honda,<15 lakhs,4,"Yes, in <20years"
666,27,Ahmedabad,None,Married,Post Graduate,4,2973206.093668984,Yes,Sedan,Maybe,Nissan,<25 lakhs,4,"Yes, in <10 years"
667,31,Delhi,None,Married,Graduate,4,1138651.9502264147,Yes,Sedan,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
668,56,Nashik,Salaried,Single,Graduate,6,3022469.8183452305,Maybe,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
669,55,Pune,None,Single,Graduate,3,2822635.4304402927,Yes,SUV,No,Tata,<25 lakhs,2,"Yes, in <10 years"
670,26,Pune,None,Married,Graduate,4,2638963.795441649,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
671,32,Pune,None,Single,Post Graduate,5,2615696.5226000375,Maybe,SUV,Yes,Maruti,<15 lakhs,2,"Yes, in <20years"
672,29,Pune,Business,Single,Post Graduate,4,971255.5782647904,Yes,SUV,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
673,53,Noida,None,Single,Post Graduate,5,2934789.9084303104,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
674,23,New Delhi,Working Professional,Single,Graduate,4,3091967.679369881,Yes,SUV,No,Hyundai,<15 lakhs,4,"Yes, in <10 years"
675,27,Pune,Working Professional,Single,Graduate,4,2164653.314280746,Yes,Liftback,Yes,Hyundai,700000,2,"Yes, in <20years"
676,25,Pune,None,Married,Graduate,4,2854988.0378822074,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
677,28,Banglore ,None,Single,Post Graduate,4,3328867.6630299194,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
678,26,Pune,Business,Married,Graduate,3,3047860.151972604,No,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
679,31,Pune ,None,Single,Post Graduate,4,1098812.6908115062,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
680,23,Delhi,None,Single,Graduate,3,2694726.8202425027,Maybe,Sedan,Maybe,Maruti,<25 lakhs,2,I don't think so
681,56,Satara,Working Professional,Single,Graduate,4,2972939.5693584783,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
682,27,Noida,Business,Single,Graduate,4,2190760.6432232074,Yes,Hatchback,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
683,50,Pune,None,Married,Graduate,4,2317686.8567910944,No,Sedan,Yes,MG,<25 lakhs,4,"Yes, in <20years"
684,29,Pune,None,Single,Graduate,4,2683147.8362786267,Yes,SUV,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
685,28,Mumbai ,Business,Single,Graduate,3,2318823.178696952,Maybe,SUV,No,Tata,<15 lakhs,2,"Yes, in <10 years"
686,24,Pune,None,Single,Graduate,4,1967478.1801705146,Maybe,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <20years"
687,27,Mumbai,Working Professional,Single,Post Graduate,4,2608011.488759198,Yes,Sedan,No,Hyundai,2000000,4,"Yes, in <10 years"
688,26,Noida,Working Professional,Single,Graduate,4,2492366.7401636285,Yes,Sedan,No,Nissan,<15 lakhs,3,"Yes, in <10 years"
689,31,Pune,None,Married,Post Graduate,4,1195634.1085069906,Yes,SUV,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
690,25,Pune ,Business,Single,Graduate,8,2198501.602249425,Yes,Hatchback,Yes,Nissan,<15 lakhs,2,"Yes, in <10 years"
691,25,pune,Working Professional,Married,Post Graduate,5,2141128.9502924285,Yes,Liftback,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
692,20,Faridabad ,Working Professional,Single,Graduate,0,1464284.1375547019,Maybe,SUV,Yes,Maruti,<25 lakhs,2,"Yes, possibly after 20 years"
693,26,Pune,Working Professional,Married,Post Graduate,5,3046646.7176960106,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
694,66,Patiyala,Working Professional,Married,Post Graduate,3,3036853.7460780386,Yes,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
695,27,Nagpur,Business,Single,Graduate,5,2920567.093145875,No,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
696,27,Pune,Working Professional,Single,Graduate,4,2815964.386841444,Yes,Sedan,Yes,Volkswagen,<15 lakhs,2,"Yes, in <10 years"
697,31,Nashik,Working Professional,Married,Graduate,5,2119186.587766271,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
698,25,Pune,Working Professional,Married,Graduate,5,3064160.5092841536,Yes,SUV,Maybe,Maruti,2000000,4,"Yes, in <10 years"
699,66,Pune,Business,Single,Graduate,4,2552664.122096526,No,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
700,55,Pune,Salaried,Single,Graduate,6,2535338.3948533237,Yes,SUV,Maybe,Tata,<25 lakhs,4,"Yes, in <10 years"
701,30,Chennai,None,Single,Graduate,4,2621036.7414394636,Yes,SUV,Yes,Maruti,2000000,4,"Yes, in <20years"
702,27,Gurugram ,None,Single,Graduate,4,2546098.190894292,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
703,25,Pune,None,Single,Graduate,6,2132492.813968257,Yes,SUV,Yes,Hyundai,<5 lakhs,2,I don't think so
704,29,Delhi,Working Professional,Married,Graduate,4,2824605.3146138936,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
705,29,Pune,None,Married,Graduate,4,2155995.167241045,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
706,28,Gurugram ,None,Married,Graduate,8,1463207.821051898,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
707,29,Pune,None,Married,Graduate,4,2568758.297399331,Yes,Sedan,Maybe,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
708,20,Pune,Working Professional,Married,Graduate,4,2519024.262127973,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
709,22,Karnal,Working Professional,Single,Graduate,2,2472504.3902551043,Yes,SUV,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
710,27,Faridabad ,None,Single,Graduate,3,2676280.7924986253,Yes,Hatchback,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
711,25,Pune,Working Professional,Single,Post Graduate,4,3076467.7933863997,Maybe,Hatchback,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
712,31,Serampore,Business,Single,Graduate,4,2207238.658452967,Yes,Sedan,Maybe,KIA,<15 lakhs,4,"Yes, in <20years"
713,27,Nagpur,None,Married,Graduate,5,2404376.733705418,Yes,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
714,27,Pune,Business,Married,Graduate,8,1797447.1246240586,No,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
715,29,Pune,Working Professional,Single,Graduate,2,1313613.303110433,Yes,Sedan,Yes,Tata,<5 lakhs,2,"Yes, in <10 years"
716,31,Delhi,None,Single,Graduate,8,1893584.9888802841,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
717,31,Mumbai,None,Single,Graduate,1,2532366.9482567054,No,SUV,Maybe,Tata,<15 lakhs,2,"Yes, in <20years"
718,31,Chandrapur ,Business,Married,Graduate,4,588701.8791023538,Yes,SUV,Yes,Maruti,>25 lakhs,4,"Yes, in <10 years"
719,28,Hakdwani,Working Professional,Married,Post Graduate,5,1362588.1558619365,No,SUV,Yes,McLaren ,<5 lakhs,4,"Yes, in <10 years"
720,53,Mumbai,Working Professional,Single,Post Graduate,8,2790312.020886326,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
721,30,Pune,Business,Married,Post Graduate,4,1171294.1969734612,Yes,SUV,No,Tata,<25 lakhs,4,"Yes, in <10 years"
722,30,Pune,Business,Married,Post Graduate,4,2785582.112771406,No,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
723,28,Pune,None,Single,Post Graduate,5,1819602.5568658616,No,SUV,Yes,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
724,65,Satara,None,Single,Graduate,4,1827041.0557194834,Yes,SUV,Yes,MG,<5 lakhs,4,"Yes, in <10 years"
725,29,Kashipur ,Working Professional,Single,Graduate,4,1579990.65091324,Yes,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
726,30,Pune,None,Single,Post Graduate,4,8445876.036609262,Yes,Sedan,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
727,29,Delhi ,Working Professional,Married,Post Graduate,4,1940607.214158628,Maybe,Hatchback,Yes,McLaren ,<15 lakhs,4,"Yes, in <10 years"
728,28,Mumbai ,None,Single,Graduate,4,2751913.50411318,Yes,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
729,27,Banglore ,None,Married,Post Graduate,4,2897951.90646845,Yes,SUV,Yes,Honda,<25 lakhs,2,"Yes, in <10 years"
730,18,Pune,Working Professional,Single,Graduate,4,2457718.579797916,Yes,Sedan,Yes,Tata,<15 lakhs,3,"Yes, in <20years"
731,31,Pune,Working Professional,Married,Graduate,4,2276520.904305074,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
732,32,Pune,Working Professional,Single,Graduate,4,2364297.0175174656,Yes,SUV,No,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
733,31,Pune,None,Single,Graduate,4,1699403.2372158223,No,Sedan,Yes,Hyundai,<25 lakhs,4,"Yes, in <10 years"
734,49,Pune,Working Professional,Single,Post Graduate,4,2830353.8546863245,Maybe,Sedan,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
735,68,Rewari,Working Professional,Married,Graduate,4,2585324.8795558685,Maybe,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
736,19,Pune,None,Single,Post Graduate,3,2504435.949179524,Yes,SUV,Maybe,Honda,<15 lakhs,4,"Yes, in <10 years"
737,24,Pune,Working Professional,Single,Graduate,4,3011299.0058816005,Maybe,Sedan,No,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
738,26,Pune,Salaried,Single,Post Graduate,2,2344109.747522539,Yes,SUV,Yes,Maruti Suzuki,<25 lakhs,4,"Yes, possibly after 20 years"
739,32,Noida,None,Married,Post Graduate,4,1450788.312246998,Yes,Sedan,No,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
740,26,Pune,None,Single,Graduate,4,2599996.7433836777,Maybe,Hatchback,Yes,Maruti,<15 lakhs,3,"Yes, in <20years"
741,24,Pune,Working Professional,Single,Graduate,8,1622570.4924065785,Yes,Hatchback,Yes,Tata,<25 lakhs,4,"Yes, possibly after 20 years"
742,26,Pune,Working Professional,Single,Graduate,4,215942.62548973283,No,Hatchback,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
743,29,Pune,Working Professional,Married,Post Graduate,4,3143395.4916077764,Yes,Hatchback,No,Nissan,<25 lakhs,2,"Yes, in <20years"
744,27,Pune,None,Single,Graduate,5,2987584.181824202,Maybe,SUV,Yes,MG,<25 lakhs,4,"Yes, in <10 years"
745,29,Pune,Working Professional,Married,Post Graduate,5,2083179.5277488772,No,SUV,Maybe,Nissan,<5 lakhs,3,"Yes, in <10 years"
746,25,Pune,None,Married,Graduate,5,1952526.1663511572,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
747,23,Nashik,Business,Married,Graduate,4,1447100.881031413,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
748,31,New Delhi,None,Single,Graduate,5,2819311.662662427,No,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <20years"
749,32,Pune ,Business,Married,Graduate,4,1021959.5472534623,Yes,SUV,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
750,32,Pune,Working Professional,Single,Graduate,4,1847423.3526326315,Yes,SUV,Yes,KIA,<15 lakhs,3,"Yes, possibly after 20 years"
751,28,Pune,None,Single,Graduate,4,3021819.6787069077,Yes,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, in <10 years"
752,33,Hakdwani,Working Professional,Single,Graduate,5,1121748.7454325513,Maybe,SUV,No,Hyundai,<5 lakhs,4,"Yes, in <20years"
753,29,Kashipur ,None,Single,Graduate,4,1949626.8160778577,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
754,28,Pune,None,Single,Post Graduate,5,1609786.8335324936,Yes,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
755,28,Pune,Working Professional,Single,Graduate,4,2786043.589133753,Yes,Cabrio,No,Nissan,<5 lakhs,4,"Yes, in <10 years"
756,30,Pune,Business,Single,Graduate,3,1082875.8682610863,Yes,SUV,No,Hyundai,<15 lakhs,2,"Yes, in <20years"
757,64,Pune ,None,Single,Graduate,6,860224.025777874,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
758,23,Nabha,Business,Single,Post Graduate,4,2480481.5527081885,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
759,30,Patiyala,None,Single,Graduate,6,2507456.3583882414,Yes,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
760,54,Pune,None,Single,Post Graduate,4,968259.0935434259,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
761,30,Satara,Working Professional,Married,Graduate,2,1603645.544433964,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
762,30,Pune ,Working Professional,Single,Graduate,5,998216.8190927337,Yes,Liftback,No,Tata,<15 lakhs,4,"Yes, in <10 years"
763,46,Haldwani ,None,Married,Graduate,4,2525401.0808559544,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
764,30,Pune,Working Professional,Single,Graduate,5,2884009.5406410806,Yes,SUV,No,Tata,<15 lakhs,4,"Yes, in <20years"
765,29,Karnal,Working Professional,Single,Graduate,4,2656598.1219005543,Yes,SUV,Yes,Honda,<25 lakhs,2,"Yes, in <10 years"
766,25,Pune,None,Married,Post Graduate,5,2765938.8218888757,Yes,SUV,Yes,Nissan,<5 lakhs,2,"Yes, in <20years"
767,19,Pune,Salaried,Single,Post Graduate,3,1818815.4117533183,No,Cabrio,No,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
768,31,Mumbai,Working Professional,Single,Post Graduate,4,1110952.030908263,Yes,Liftback,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
769,23,Delhi,None,Single,Post Graduate,3,3207555.679249899,Yes,Liftback,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
770,29,Pune,None,Married,Post Graduate,4,3234554.8913696217,Yes,Hatchback,Yes,Maruti,<25 lakhs,4,"Yes, in <10 years"
771,31,Pune,Working Professional,Married,Graduate,4,2710467.775967508,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
772,26,Pune ,Business,Married,Graduate,6,2164000.9286510427,Maybe,SUV,Maybe,Maruti ,<15 lakhs,2,"Yes, in <10 years"
773,26,Pune,Working Professional,Single,Graduate,4,2506470.817370406,No,SUV,Yes,MG,<5 lakhs,4,"Yes, in <20years"
774,30,Pune,Working Professional,Single,Graduate,5,2222252.2873025346,No,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
775,32,Haldwani,Working Professional,Single,Graduate,0,2822075.729388231,No,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
776,28,Ahmedabad,Business,Married,Graduate,8,11391388.850710336,Yes,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <10 years"
777,64,Pune,None,Married,Graduate,3,2610707.427079789,Yes,Hatchback,Yes,KIA,700000,3,"Yes, in <20years"
778,32,Pune,Working Professional,Single,Graduate,3,1771074.3943667826,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
779,29,Pune,Working Professional,Married,Graduate,3,2381228.3486742233,Yes,SUV,Maybe,KIA,<15 lakhs,4,"Yes, in <10 years"
780,27,Pune,None,Single,Graduate,2,1428706.0993242045,Yes,Liftback,No,Hyundai,<15 lakhs,4,"Yes, in <10 years"
781,31,Pune,Working Professional,Married,Post Graduate,4,-376150.8629275112,Yes,Sedan,Yes,MG,700000,4,"Yes, in <20years"
